#  1  ID
#  2  RA            [deg.]
#  3  DEC           [deg.]
#  4  EXP_TIME      [sec.]
#  5  Priority      [1(highest)-15(lowest)]
F000000 151.65741629365314 1.3477162814034984 900.0 1
F000001 151.67403037922685 3.2553850489531477 900.0 1
F000002 149.07374624713984 1.2315154431292983 900.0 1
F000003 151.4047601144824 1.4762864814353558 900.0 1
F000004 149.24910001348886 3.4622788816929653 900.0 1
F000005 150.53316160536434 2.3535589819763874 900.0 1
F000006 152.12167898934362 3.6308768619393197 900.0 1
F000007 150.1115127580512 1.2793229565890438 900.0 1
F000008 150.8463067958892 2.5582389595394126 900.0 1
F000009 150.19399349840378 1.8607158215968955 900.0 1
F000010 151.9753114434748 2.5847019843813435 900.0 1
F000011 149.66912767421152 3.3441237032143345 900.0 1
F000012 150.71536677637476 2.7410271156773485 900.0 1
F000013 151.35795149354425 1.366120292562494 900.0 1
F000014 150.44510263512322 2.237186670326623 900.0 1
F000015 149.16598352657357 2.694949987019747 900.0 1
F000016 149.05888692476543 1.391253482899096 900.0 1
F000017 149.54003630696727 1.606806659084184 900.0 1
F000018 149.71231100983763 3.8197974067082923 900.0 1
F000019 150.87901819087557 3.3271874044815615 900.0 1
F000020 148.95083832975916 3.569066253014795 900.0 1
F000021 152.00452857116684 1.7735943356593586 900.0 1
F000022 150.41416338765336 3.522577033730099 900.0 1
F000023 149.83555033070073 3.0015535239480435 900.0 1
F000024 149.33802436954934 1.9406758353996767 900.0 1
F000025 149.70606400982192 1.727126801799919 900.0 1
F000026 150.36241681696217 1.2718976110778433 900.0 1
F000027 151.7707614101515 2.2099944509270912 900.0 1
F000028 149.5468137371979 2.6195107512277924 900.0 1
F000029 150.8078095713595 3.8069760992208943 900.0 1
F000030 149.406210041465 2.338557639440336 900.0 1
F000031 151.51603416570407 1.437776251198257 900.0 1
F000032 152.1349438583925 2.172700521353901 900.0 1
F000033 151.57237553027957 3.25892184031808 900.0 1
F000034 151.19390244128232 2.2302024043296074 900.0 1
F000035 151.74575932616085 1.949991305240435 900.0 1
F000036 151.97729827572616 1.8543907868132266 900.0 1
F000037 150.52381223493407 1.5037771489665197 900.0 1
F000038 149.85757706968047 1.9708005248306897 900.0 1
F000039 151.81758216850815 2.5148367079026563 900.0 1
F000040 150.79945391221992 2.8158884195947538 900.0 1
F000041 151.68699671130142 3.245133230866954 900.0 1
F000042 151.76350735890756 3.7127027102077044 900.0 1
F000043 150.8714031735943 3.155141469177885 900.0 1
F000044 149.61568650495437 3.2110202186393764 900.0 1
F000045 150.56463325208466 2.6751354817904627 900.0 1
F000046 151.04702814696228 1.8228903076421124 900.0 1
F000047 151.0218527630019 2.3615168882302395 900.0 1
F000048 150.48885917320982 1.368122290126118 900.0 1
F000049 150.78943388263568 2.5864640062680673 900.0 1
F000050 149.74182740599954 2.6006819639350223 900.0 1
F000051 152.11151471878884 3.5559015796305022 900.0 1
F000052 150.48406221144467 2.4572607281135186 900.0 1
F000053 151.43653030524564 2.4882803845536525 900.0 1
F000054 149.9881357971328 1.2490470115523666 900.0 1
F000055 151.57915704924682 3.2470242083527614 900.0 1
F000056 150.57153959732204 2.908439786601962 900.0 1
F000057 151.8540742581088 3.066076606414537 900.0 1
F000058 149.45424802213958 1.7153946509137805 900.0 1
F000059 149.0727606226338 3.2455864950167657 900.0 1
F000060 151.33452620612113 1.7539574924442412 900.0 1
F000061 149.36257010079666 1.39605694136976 900.0 1
F000062 151.31795494218971 3.6101457177552323 900.0 1
F000063 148.8922527810678 2.4530257413545424 900.0 1
F000064 149.98351983570132 2.041140413057801 900.0 1
F000065 150.98575049195136 2.185260405452576 900.0 1
F000066 149.82540273215955 2.287353657688236 900.0 1
F000067 151.55530517030633 2.0124512590675114 900.0 1
F000068 151.2021254896162 1.6194610801276599 900.0 1
F000069 150.5847161780273 2.411483694329964 900.0 1
F000070 151.00333056500372 2.149229382804458 900.0 1
F000071 151.97876204019417 2.60405586222932 900.0 1
F000072 151.591236665133 1.3462770108492117 900.0 1
F000073 150.11362543086344 3.9189106149883157 900.0 1
F000074 149.7502313726348 2.359148473736836 900.0 1
F000075 151.9757542569229 1.3057647467738684 900.0 1
F000076 151.69286615461047 2.6880627969250543 900.0 1
F000077 149.2940135124725 2.356332182212662 900.0 1
F000078 149.29381600289852 3.0633909878828236 900.0 1
F000079 151.02169253299442 1.7833869254464325 900.0 1
F000080 150.9479913184625 1.3905639571441368 900.0 1
F000081 151.41717392858254 3.395977281489796 900.0 1
F000082 149.8109564903631 2.221096400066396 900.0 1
F000083 149.59929084693837 2.26436120549916 900.0 1
F000084 151.93940961245488 2.842300833473513 900.0 1
F000085 151.646194092347 2.0842584171255245 900.0 1
F000086 150.37816382985187 3.854157274713377 900.0 1
F000087 150.43924914103582 3.465825676562484 900.0 1
F000088 149.17653563296741 3.4620250302136935 900.0 1
F000089 151.21201799846386 1.9884125124961676 900.0 1
F000090 150.04889624450323 1.429023596405779 900.0 1
F000091 151.08267400606113 3.6168915645896194 900.0 1
F000092 151.87897206852497 1.3145079407561957 900.0 1
F000093 151.1728851649377 3.8244107042899085 900.0 1
F000094 150.9201165526613 3.5137883994519177 900.0 1
F000095 151.21090275501837 2.7819106400706644 900.0 1
F000096 151.69558196954785 1.5676286888443725 900.0 1
F000097 150.83924829774804 2.020320276309138 900.0 1
F000098 149.18050849186363 1.4397622300392061 900.0 1
F000099 151.50859515503458 2.9503873767128996 900.0 1
